,s_modulus,b_modulus,nsites,volume,density,epa,fepa,efermi,band_gap,is_metal
76,24.147,51.611,18,200.980652,3.544452351,-4.911268657,-1.172883908,1.76546539,0.0656,0
77,31.893,50.456,24,473.5654842,3.97846008,-6.777832691,-1.150169031,4.781879,0.0,1
78,13.5,19.767,10,137.966437,2.983345171,-6.613691194,-2.660684857,-2.62915008,2.6463,0
79,36.427,57.678,28,492.9324665,4.837273343,-6.61342466,-2.578838577,3.04516351,1.1631,0
80,12.42,22.6,36,916.7511936,2.962937614,-3.206413561,-1.554141251,-1.70154508,3.9778,0
81,15.46,22.6,16,390.7881993,2.621351397,-5.405743805,-2.045468306,2.31913741,0.0,1
82,33.92,64.0,6,127.2909184,8.333322244,-8.266002502,-1.676985733,3.96439896,0.9778,0
83,31.76,61.1,12,301.6493279,9.956465115,-3.53987298,-0.353041718,6.467296,0.0,1
84,15.26,28.467,4,117.247568,5.505834354,-5.006094558,-1.764643178,2.92912492,0.0,1
85,31.767,67.244,6,120.3066104,3.883590089,-7.853349052,-1.60910498,1.77894374,1.3411,0
86,15.473,32.356,20,558.0473308,4.810000628,-4.419088273,-0.444911305,2.95306292,0.4199,0
87,26.84,39.0,6,156.7961896,4.817914898,-6.584483445,-1.513343685,2.72763325,0.0,1
88,12.88,21.767,3,99.39843298,5.173043972,-4.192548873,-0.386964237,3.52025769,0.0,1
89,19.54,29.367,12,407.6293551,5.622172878,-5.010594957,-1.17911718,4.56411636,0.2846,0
90,23.54,36.767,5,153.3547035,5.728494579,-4.140172254,-0.461545988,4.7014229,0.5453,0
91,26.4,45.133,4,58.68779231,7.803225451,-5.682029513,-0.379914876,6.63525012,0.0,1
92,61.367,124.344,8,82.0568945,3.155372383,-7.812531001,-2.907887858,1.45516672,3.6596,0
93,-3.613,37.278,5,42.50406136,3.621898325,-5.500693666,-1.008900428,2.70722937,0.0,1
94,40.733,84.656,22,396.6831123,3.441771332,-8.813063971,-2.466472104,-1.71997341,3.1318,0
95,18.047,26.078,5,167.6480232,4.994657714,-5.508791602,-1.408251046,3.72909677,0.1671,0
96,13.5,26.4,20,536.7001893,5.79742048,-3.644901631,-0.40395817,1.30768617,1.2066,0
97,7.013,13.122,24,1370.635498,3.319649187,-3.545553335,-1.909213298,-0.19084901,3.0008,0
98,8.16,14.933,6,266.0438835,4.711756885,-3.37647832,-1.441192928,1.08686994,2.8233,0
99,6.793,13.422,8,292.4847002,3.731359469,-5.160355588,-2.378966562,-1.50805539,3.9765,0
100,27.027,41.511,6,160.847411,5.928810815,-6.700644665,-2.971243834,2.77132649,2.3385,0
101,26.353,50.056,6,146.5633103,5.910409381,-7.04735601,-3.35331404,-0.06861809,4.3862,0
102,28.133,45.922,6,100.5968529,7.220480827,-7.297981295,-3.510333235,2.43426836,5.1904,0
103,14.227,25.311,10,263.6331568,2.131462302,-5.574856272,-0.631376117,1.5539816,0.0,1
104,4.92,57.533,1,26.96186353,7.49900824,-3.8270613,0.30193994,7.78293214,0.0,1
105,7.693,12.122,7,200.7956485,2.695804665,-5.895956347,-1.135702714,-0.64511253,1.9131,0
106,50.907,94.444,6,117.1346911,12.49942618,-9.673643788,-0.603154876,5.92907964,0.0,1
107,15.333,24.022,10,254.8789641,5.039011233,-4.362616479,-0.40142223,3.18358596,0.6003,0
108,11.753,19.922,3,81.19421375,4.310131989,-5.328173077,-1.264852167,2.46396163,1.1332,0
109,15.193,30.156,8,181.788928,4.830624575,-4.069682793,-0.315733772,-0.17704132,0.2618,0
110,24.533,42.856,3,47.231478,3.937530683,-5.714041543,-0.324577627,8.07721464,0.0,1
111,50.687,105.844,90,1268.306995,5.919493885,-6.077414713,-1.443098287,5.34718356,0.6303,0
112,13.707,19.578,5,64.61203996,5.003911897,-5.04061209,-2.709514545,-0.76186808,3.115,0
113,49.073,104.322,48,528.8629563,4.556127498,-5.552864635,-0.328359934,1.92853453,0.0,1
114,27.953,43.256,12,140.8484186,3.961047323,-8.373368698,-1.857893734,1.81180343,0.5338,0
115,61.047,102.878,90,1268.306995,5.919493885,-6.077414713,-1.443098287,5.34718356,0.6303,0
116,45.6,141.267,6,68.98126085,4.666660251,-5.99539223,-2.351633653,0.52860275,2.2721,0
117,37.553,118.989,6,78.61169617,3.92618297,-7.29665524,-2.968330831,0.6044362,2.5363,0
118,59.74,142.4,6,72.16258852,4.318802549,-6.689816665,-2.59215695,0.97110852,1.6921,0
119,25.58,40.467,8,179.06983,3.775576276,-4.485517296,-0.903244352,1.57488932,2.0036,0
120,8.887,15.344,10,282.4684458,2.50004079,-4.741105192,-0.980467956,0.97225391,1.8376,0
121,39.247,33.778,8,131.6416915,3.303962543,-6.789171598,-2.793225174,0.19432414,0.7764,0
122,25.847,25.411,9,109.2999792,2.14255105,-6.072625006,-3.551834739,-4.15878708,8.0867,0
123,168.68,215.733,2,13.69106765,3.033562473,-7.43996461,-3.096913822,2.40466533,6.8477,0
124,5.4,11.2,6,47.01384001,3.108850247,-7.694768392,-1.320754087,2.39782815,7.6546,0
125,15.907,36.511,3,75.52598678,2.440130551,-4.65003313,-2.749142063,0.98491182,4.8803,0
126,28.553,55.622,6,118.9778513,3.965698029,-5.408986142,-3.592483115,0.40018649,5.9377,0
127,26.34,48.0,6,131.6993101,4.703558993,-5.140685528,-3.422685278,0.58407912,5.0036,0
128,16.46,38.533,3,85.73142957,3.070503051,-4.69012438,-2.894602122,0.07819131,5.2286,0
129,15.28,27.967,3,75.52598678,2.440130551,-4.65003313,-2.749142063,0.98491182,4.8803,0
130,32.22,60.867,6,102.8240268,3.053172917,-5.427369743,-3.505497908,1.11750618,5.6702,0
131,12.127,41.244,4,39.91848798,2.578863089,-4.418525533,-2.283973214,-2.11307467,6.6772,0
132,24.253,62.789,10,178.2459009,8.981083722,-5.701329385,-1.359168275,5.5926041,0.8266,0
133,7.353,14.256,12,177.0242604,3.281151029,-3.194552247,-1.342815053,-3.49906028,3.4507,0
134,5.78,13.267,32,446.7840058,3.863727972,-3.510075659,-1.653360768,-1.67510936,1.6861,0
135,9.493,15.189,16,245.1105762,3.574762367,-5.075415196,-2.477026369,-2.42735575,5.36,0
136,11.553,22.056,8,213.5311208,2.540056967,-3.834745726,-2.188113161,-1.4495017,5.1482,0
137,43.673,82.089,10,140.2749866,3.101475868,-6.775907469,-4.060338476,-1.90671858,5.7069,0
138,5.68,9.367,10,160.2876894,2.164334653,-5.14822885,-1.785901039,-2.98043722,6.616,0
139,30.673,55.689,7,102.5390373,2.890589593,-5.017607264,-3.379465291,-2.12636366,6.4289,0
140,43.4,54.633,3,48.12695658,2.146787432,-3.385764143,-0.411595669,3.97444592,0.0,1
141,13.18,23.667,6,64.00459659,2.541025017,-4.609198767,-0.699127528,-0.52213697,4.0357,0
142,11.373,23.422,6,101.4393015,1.835468453,-3.793948187,-0.843381118,0.56208025,3.1577,0
143,17.867,28.444,7,237.389201,4.560626034,-4.183432127,-1.0757366,3.56022874,1.4454,0
144,10.36,31.667,8,143.5472964,3.433120375,-4.576213838,-2.206145311,-2.45040028,1.6806,0
145,34.307,53.078,4,92.09990727,4.575354968,-5.777777143,-1.935972909,2.3846198,1.5239,0
146,89.82,103.8,12,123.5279759,2.433258562,-4.706146671,-0.757580724,2.98337128,2.2065,0
147,15.273,25.556,7,252.6302597,5.17408928,-3.961316497,-1.025832132,2.75982205,0.5291,0
148,6.973,21.556,45,870.4031761,2.532111184,-6.214186575,-1.382767549,-1.22999478,3.0622,0
149,21.42,21.067,8,142.1718653,3.185997601,-5.587402119,-3.401896426,-3.16465386,5.418,0
150,9.793,26.356,14,162.9004333,2.202025927,-6.52491343,-0.609708658,0.24139374,0.6751,0
151,63.48,169.3,3,58.88361463,8.903879238,-8.316133363,-0.481230423,7.15066285,0.3773,0
152,86.74,199.767,8,87.49337481,5.60036526,-7.696863688,-1.785455797,4.12260606,1.5391,0
153,34.947,68.578,48,697.6011027,2.705483297,-5.730628378,-3.646979937,4.3314737,6.9578,0
154,35.52,117.367,10,144.7230929,2.828196039,-7.61839454,-2.513544089,1.90670307,0.0,1
155,32.227,66.311,5,80.73303569,4.455404545,-4.756591438,-1.297780013,2.16042024,1.3697,0
156,27.113,49.056,5,63.7363336,2.240674881,-6.309082236,-0.59974105,1.35050221,3.024,0
157,32.253,47.822,4,71.07659252,6.294342861,-6.108468833,-1.630338549,6.30205676,0.4096,0
158,39.347,67.811,6,83.42181736,3.751019727,-5.699841532,-3.637837236,-1.44887028,6.8772,0
159,99.26,186.2,90,1268.306995,5.919493885,-6.077414713,-1.443098287,5.34718356,0.6303,0
160,19.6,41.367,10,181.8224497,2.988467194,-5.500043958,-2.935471882,-0.46323876,3.353,0
161,34.88,20.167,36,611.8792444,1.95670623,-8.366579324,-3.260347506,-1.42411996,5.6779,0
162,30.84,25.533,36,611.8792444,1.95670623,-8.366579324,-3.260347506,-1.42411996,5.6779,0
163,65.107,189.078,36,459.9689447,3.459893087,-9.260742109,-3.331118963,1.31358721,1.7255,0
164,42.373,34.689,8,94.76075401,3.334571416,-5.960352136,-3.120076971,-2.39923963,1.6141,0
165,26.987,25.578,36,611.8792444,1.95670623,-8.366579324,-3.260347506,-1.42411996,5.6779,0
166,44.82,91.367,20,307.633939,3.260937951,-6.221887712,-3.020517484,0.173251,3.4193,0
167,8.96,40.533,10,184.0723865,3.744895272,-5.628710442,-2.852890354,-0.21383477,2.8446,0
168,33.053,72.156,100,2478.010635,3.265913848,-3.338344423,-0.640247684,1.29039525,1.2531,0
169,10.993,22.556,8,119.0621753,5.485220145,-4.784048916,-2.472719497,-1.7805052,4.606,0
170,80.613,138.089,6,74.39931701,3.970077636,-7.302240787,-2.999952785,4.04948861,0.0,1
171,69.96,80.4,8,109.1367383,3.433776365,-6.181824539,-2.630710011,0.60409543,3.0028,0
172,10.76,24.033,9,146.0245093,3.907518488,-4.525830257,-2.391377076,-3.17595707,2.4216,0
173,36.04,82.767,5,73.12138287,4.392090675,-6.19578712,-3.036011711,2.18826147,2.4491,0
174,4.58,16.8,32,491.7430962,2.497464467,-2.857388335,-0.961644945,-2.01036124,2.5175,0
175,32.14,84.067,5,70.41227003,3.46754021,-6.230437906,-3.044689522,2.32983132,2.0759,0
176,22.733,35.756,7,154.6589972,4.715506289,-6.128940487,-0.742891482,2.55708576,1.3591,0
177,12.5,28.233,9,131.3498864,3.12418103,-5.434087493,-2.895011161,-3.1956878,3.3462,0
178,24.107,21.444,8,113.0219267,3.027538057,-6.18352747,-3.292587326,-2.75614002,1.5339,0
179,36.38,66.233,8,104.5980841,5.77885267,-5.537357911,-2.199605109,-0.96247226,1.8416,0
180,52.7,89.933,8,132.9766033,4.288465031,-7.591645636,-3.777899523,0.2827703,3.2213,0
181,5.927,17.411,2,64.60569277,3.020907255,-3.224780625,-0.666288655,0.51188668,0.0,1
182,9.46,23.067,18,287.0311674,3.932378223,-5.408098014,-2.897880543,-3.15338082,3.2313,0
183,9.36,21.033,4,93.64785351,7.921891021,-4.097804548,-1.96074349,4.17510059,3.0168,0
184,57.673,72.022,14,176.518297,3.743759938,-7.069422373,-2.94606669,0.31913786,1.5997,0
185,27.507,30.278,8,114.0615097,4.187520471,-5.990069073,-2.910011453,-0.28536453,2.4058,0
186,4.32,8.5,7,127.0999474,2.74270501,-5.773474587,-2.585685456,-5.72499702,4.2423,0
187,30.413,58.056,8,94.49433325,6.462745545,-4.836263255,-1.921245279,-0.28831821,1.6021,0
188,16.2,35.867,8,106.8219134,5.698405989,-4.989091863,-2.310891658,-0.7350875,0.0,1
189,49.62,51.933,36,611.8792444,1.95670623,-8.366579324,-3.260347506,-1.42411996,5.6779,0
190,25.227,34.478,8,105.3657144,4.387479925,-5.370270754,-2.614669374,-2.08802758,0.0,1
191,20.067,33.178,8,105.660881,5.970155809,-4.903743469,-2.283536274,-1.12285622,2.2615,0
192,16.407,15.411,36,611.8792444,1.95670623,-8.366579324,-3.260347506,-1.42411996,5.6779,0
193,35.747,129.644,6,66.09767602,4.858200008,-5.520381503,-2.319349965,0.401624,4.9116,0
194,11.233,20.156,32,450.3874158,2.447439533,-6.447899509,-2.054710667,-0.76872412,5.1576,0
195,31.193,38.956,8,102.5379734,4.718942693,-5.296928201,-2.639605409,1.50613001,0.0,1
196,32.68,72.167,100,2478.010635,3.265913848,-3.338344423,-0.640247684,1.29039525,1.2531,0
197,56.367,140.444,6,78.61169617,3.92618297,-7.29665524,-2.968330831,0.6044362,2.5363,0
198,10.2,24.0,9,147.8957437,3.860771407,-4.76808583,-2.486056969,-3.15936041,1.2372,0
199,70.393,127.322,7,81.70973008,3.61370251,-6.422791164,-3.312363753,0.63730009,4.2584,0
200,20.44,49.533,7,113.8812717,4.456380583,-4.910408311,-2.712248212,-0.66644501,3.7349,0
201,12.02,18.067,48,682.767669,2.336632107,-6.322537344,-1.578408344,-2.50053793,5.1448,0
202,35.413,128.756,6,66.09767602,4.858200008,-5.520381503,-2.319349965,0.401624,4.9116,0
203,9.187,19.578,30,1138.574995,5.341084425,-2.161607063,-0.87173291,0.99053207,2.3675,0
204,190.76,213.2,34,350.6689297,3.227780151,-7.498522516,-0.171530755,10.08242574,2.0037,0
205,92.727,145.278,16,195.8420095,2.763378388,-7.763674956,-0.523377187,4.07974537,3.56,0
206,16.093,28.656,10,328.8118262,5.309731157,-3.984758939,-0.463375051,4.42475759,0.5186,0
207,8.927,17.844,6,249.7668374,4.374456593,-3.488612192,-0.409100008,3.25886014,0.2676,0
208,17.593,33.456,14,387.8577844,5.633235216,-3.716767574,-0.801067126,2.64715645,0.0607,0
209,10.64,18.0,6,183.0768269,3.374205296,-4.90472193,-0.765674935,0.27049379,2.167,0
210,9.28,23.3,14,876.9077187,3.163498401,-2.281152718,-0.224644274,-0.2471155,1.6792,0
211,193.02,213.3,34,350.6689297,3.227780151,-7.498522516,-0.171530755,10.08242574,2.0037,0
212,190.653,213.289,34,350.6689297,3.227780151,-7.498522516,-0.171530755,10.08242574,2.0037,0
213,17.273,32.656,14,387.8577844,5.633235216,-3.716767574,-0.801067126,2.64715645,0.0607,0
214,10.933,22.789,6,180.9957394,4.994927347,-2.637468252,-1.294486112,-1.35198964,2.9381,0
215,8.92,16.667,9,313.3745919,4.075219078,-3.326071187,-1.627314522,-0.39104144,1.3166,0
216,11.6,24.033,12,332.8398169,3.783979676,-3.971142794,-1.402261069,1.75651744,3.0724,0
217,44.88,102.1,3,64.01244229,7.085385842,-6.256106397,-1.042322345,6.59702657,0.0155,0
218,39.2,47.533,5,143.4614142,5.623589411,-4.392564682,-0.943471799,3.5836395,0.2569,0
219,11.307,24.078,4,108.9919287,5.80319019,-3.145567108,-0.359280597,4.493492,1.212,0
220,5.573,11.456,6,237.3245709,5.701062241,-1.843074663,-0.733049648,-0.9589326,2.362,0
221,22.4,32.233,3,77.94396843,5.117847218,-2.873259673,-0.423362324,3.01990139,0.3587,0
222,5.767,18.478,7,267.8769872,5.727425816,-2.238090953,-0.5434827,0.97060761,1.1004,0
223,17.647,28.644,6,150.9878669,2.094229004,-3.889466152,-2.123681695,0.37499978,4.2732,0
224,5.747,15.878,9,320.7435504,4.027617411,-3.072934811,-1.47042992,-0.27549955,2.101,0
225,14.927,33.111,4,73.63120454,1.46610976,-5.938359703,0.644642815,1.25287294,0.7456,0
226,8.073,13.089,16,556.8060545,3.790186923,-2.923750799,-0.399280896,-0.59383342,1.7553,0
227,7.407,11.211,48,1707.249261,4.090085736,-3.088254679,-0.85953949,0.8466362,3.5667,0
228,6.66,26.967,5,125.7700725,4.383942074,-4.59967704,-0.875374226,0.88733545,0.0,1
229,12.787,25.311,6,203.0092958,3.269983383,-4.161620558,-2.457735045,-0.49111689,4.4482,0
230,9.033,17.122,7,255.4746779,2.415627688,-2.601723579,-0.456069835,0.36422784,0.725,0
231,8.027,12.144,21,581.0577976,3.399834167,-4.815023294,-1.379401839,-1.69211102,1.7484,0
232,9.98,19.033,9,241.7560223,3.01253534,-4.307813721,-1.839557788,-0.57847454,1.2037,0
233,87.073,144.956,4,40.70107946,4.364803716,-7.478484044,-2.261246498,3.12839426,3.0365,0
234,10.54,15.267,4,160.3521637,3.446978376,-2.235646383,-0.424346006,1.8202426,0.8634,0
235,178.087,245.644,4,39.93995665,2.06363571,-8.969062648,-1.4611193,1.55211358,3.9617,0
236,13.56,27.6,9,128.1243298,3.251503736,-4.554050083,-2.390738041,-3.04040066,2.3603,0
237,5.993,7.956,4,80.23830759,1.509124933,-3.436346513,-0.81571516,-3.47171726,5.8162,0
238,58.84,94.333,3,36.12744563,3.312892459,-6.173734117,-2.207408349,2.8285686,2.7345,0
239,7.74,17.3,9,154.7042324,3.993634678,-3.535437607,-0.381153414,-2.1973716,4.063,0
240,8.413,17.289,7,129.0988211,2.426497539,-3.386071246,-0.390130691,-1.47780487,2.424,0
241,24.587,54.211,8,199.2814807,5.911069354,-5.481127845,-1.408415327,3.64456269,0.3965,0
242,12.493,37.756,6,194.4823398,6.147822609,-2.589784255,-0.556686428,2.84330768,0.2561,0
243,16.64,26.233,9,95.61022224,4.291777136,-3.577338616,-0.347056374,-1.29232952,3.6156,0
244,32.54,45.867,4,79.37321259,3.980250415,-4.522328408,-0.745276438,1.97406357,1.8058,0
245,53.26,79.767,9,71.71444163,3.605854331,-4.094632159,-0.446707836,2.31417469,3.0681,0
246,22.8,45.2,9,131.2580151,4.829775327,-4.371839651,-0.653094241,1.32609141,1.8699,0
247,21.96,47.0,9,132.4873939,5.902451266,-4.574658266,-0.638916757,1.41689855,1.9655,0
248,14.26,25.967,7,89.28112921,4.558525658,-3.543739641,-0.359869915,-0.85534477,2.1188,0
249,69.367,263.411,2,28.67446005,4.107990124,-8.954418885,-1.900066883,2.74764666,0.0053,0
250,53.28,214.5,2,25.50225911,4.863502949,-5.26834158,0.095071116,2.12104934,0.0,1
251,79.5,76.433,8,99.52400641,5.764841977,-5.971642749,-1.988178341,2.85819364,1.3329,0
252,21.833,76.889,16,204.4992493,4.963154519,-4.287462838,-2.146353636,-0.43994858,1.527,0
253,44.493,120.056,6,108.5875712,7.461909928,-5.764808635,-2.198589699,2.2430828,3.3088,0
254,13.253,27.956,24,627.5139124,3.957367182,-3.422107592,-1.119521973,0.97468211,0.9376,0
255,38.093,124.756,18,237.9114521,7.539509086,-5.775640035,-1.526549467,4.3003537,0.0,1
256,34.26,84.5,8,146.0560951,4.256387157,-5.527121085,-2.051619206,0.17987704,2.5089,0
257,44.66,86.333,16,187.5467073,6.2189878,-5.805063366,-1.309220359,3.94631866,1.1349,0
258,67.353,118.422,8,109.1815741,4.511627812,-6.177314009,-2.836508478,2.08973674,2.52,0
259,30.467,45.244,7,215.4009947,4.702521619,-4.57843015,-1.726620864,3.29511309,0.98,0
260,8.08,13.567,8,208.8512503,1.590359148,-5.280256964,-1.360697697,-0.97864236,1.8832,0
261,51.773,129.489,8,106.527435,6.879074587,-4.930740213,-1.860612212,1.93108076,0.0459,0
262,7.753,15.389,7,282.7512494,3.592266257,-3.200518739,-1.512581924,1.67185504,0.8507,0
263,27.833,46.856,20,469.7396237,4.581264597,-4.27290726,-0.225556526,3.51291644,0.9186,0
264,20.1,52.1,8,117.1338296,2.607163933,-6.381163163,-2.276383563,-0.58393993,3.6451,0
265,43.347,67.344,9,125.8021256,2.360274098,-5.780903251,-3.073055961,-2.07185299,1.7859,0
266,9.58,17.5,7,243.845716,2.902344643,-3.313962414,-1.5518171,1.5940749,1.2568,0
267,63.167,128.178,4,52.17321079,5.393561742,-7.132416273,-2.000676531,3.04238428,2.4595,0
268,9.787,18.411,6,247.1039018,3.872828023,-3.025055223,-0.706225904,1.36458991,0.827,0
269,19.1,36.4,9,125.3964023,3.506923668,-5.068761038,-3.034016643,-2.80172282,5.7998,0
270,44.227,76.744,6,63.75923257,3.614362335,-5.81996531,-2.815821986,-1.84094616,2.7288,0
271,17.473,33.256,18,288.2489072,4.119719651,-5.047297674,-3.041412141,-3.19338488,5.8839,0
272,47.98,73.267,30,593.1969831,2.801006777,-4.609099075,-2.94604887,-1.57445838,2.2027,0
